subject_id,group_name,nb_learn_passes,nb_learn_blocks,type,nodepos_learnanim,trial_ind,relation_learnanim,learnpass_ind,nodes_clicked_learnanim,rt_learnanim,trial_name,nodepos_drawtest,relation_drawtest,nb_attempts_drawtest,acc_drawtest,attempts_drawtest,attemptout_drawtest,rt_drawtest
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,3,5,fifth,"[[440, 330], [330, 330], [110, 660], [550, 770], [110, 330], [660, 770], [770, 550], [550, 220]]",0.0,"[2, 6]",0,"[7, 0, 1, 4, 5, 3, 2]",2457.616,draw_test,"[[770, 220], [550, 220], [110, 330], [550, 440], [660, 660], [550, 770], [220, 220], [550, 110]]","[2, 6]",0.0,1.0,[],12.0,2460.894
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,3,5,fifth,"[[440, 330], [330, 330], [110, 660], [550, 770], [110, 330], [660, 770], [770, 550], [550, 220]]",0.0,"[2, 6]",0,"[7, 0, 1, 4, 5, 3, 2]",2457.616,draw_test,"[[330, 550], [550, 330], [330, 660], [440, 220], [550, 110], [220, 330], [110, 440], [770, 660]]","[2, 6]",0.0,1.0,[],12.0,2598.69
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,3,5,fifth,"[[440, 330], [330, 330], [110, 660], [550, 770], [110, 330], [660, 770], [770, 550], [550, 220]]",0.0,"[2, 6]",0,"[7, 0, 1, 4, 5, 3, 2]",2457.616,draw_test,"[[220, 550], [440, 110], [330, 770], [660, 440], [330, 440], [550, 440], [550, 330], [440, 440]]","[2, 6]",1.0,0.0,"[[2, 1]]",12.0,2733.2
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,3,5,fifth,"[[550, 220], [660, 330], [220, 770], [550, 660], [550, 330], [440, 330], [110, 330], [660, 110]]",0.0,"[2, 6]",0,"[7, 0, 4, 1, 5, 3, 2]",2595.215,draw_test,"[[770, 220], [550, 220], [110, 330], [550, 440], [660, 660], [550, 770], [220, 220], [550, 110]]","[2, 6]",0.0,1.0,[],12.0,2460.894
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,3,5,fifth,"[[550, 220], [660, 330], [220, 770], [550, 660], [550, 330], [440, 330], [110, 330], [660, 110]]",0.0,"[2, 6]",0,"[7, 0, 4, 1, 5, 3, 2]",2595.215,draw_test,"[[330, 550], [550, 330], [330, 660], [440, 220], [550, 110], [220, 330], [110, 440], [770, 660]]","[2, 6]",0.0,1.0,[],12.0,2598.69
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,3,5,fifth,"[[550, 220], [660, 330], [220, 770], [550, 660], [550, 330], [440, 330], [110, 330], [660, 110]]",0.0,"[2, 6]",0,"[7, 0, 4, 1, 5, 3, 2]",2595.215,draw_test,"[[220, 550], [440, 110], [330, 770], [660, 440], [330, 440], [550, 440], [550, 330], [440, 440]]","[2, 6]",1.0,0.0,"[[2, 1]]",12.0,2733.2
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,3,5,fifth,"[[550, 550], [550, 110], [440, 550], [330, 770], [440, 220], [770, 660], [110, 440], [770, 550]]",0.0,"[2, 6]",0,"[3, 2]",2726.533,draw_test,"[[770, 220], [550, 220], [110, 330], [550, 440], [660, 660], [550, 770], [220, 220], [550, 110]]","[2, 6]",0.0,1.0,[],12.0,2460.894
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,3,5,fifth,"[[550, 550], [550, 110], [440, 550], [330, 770], [440, 220], [770, 660], [110, 440], [770, 550]]",0.0,"[2, 6]",0,"[3, 2]",2726.533,draw_test,"[[330, 550], [550, 330], [330, 660], [440, 220], [550, 110], [220, 330], [110, 440], [770, 660]]","[2, 6]",0.0,1.0,[],12.0,2598.69
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,3,5,fifth,"[[550, 550], [550, 110], [440, 550], [330, 770], [440, 220], [770, 660], [110, 440], [770, 550]]",0.0,"[2, 6]",0,"[3, 2]",2726.533,draw_test,"[[220, 550], [440, 110], [330, 770], [660, 440], [330, 440], [550, 440], [550, 330], [440, 440]]","[2, 6]",1.0,0.0,"[[2, 1]]",12.0,2733.2
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,3,5,first,"[[440, 330], [330, 330], [110, 660], [550, 770], [110, 330], [660, 770], [770, 550], [550, 220]]",0.0,"[2, 6]",0,"[4, 2]",106.251,draw_test,"[[770, 220], [550, 220], [110, 330], [550, 440], [660, 660], [550, 770], [220, 220], [550, 110]]","[2, 6]",0.0,1.0,[],12.0,111.849
