graph_pos,corr_comb,spd-wspd,spd-eucd,wspd-eucd
"((440, 660), (440, 770), (550, 440), (660, 220), (660, 660), (770, 220), (770, 330), (770, 440))",0.547053906665037,0.7614991397096864,0.45291223512461815,0.4267503451608063
"((440, 660), (440, 770), (550, 440), (660, 220), (660, 660), (770, 220), (770, 330), (770, 550))",0.5838160778009883,0.85559123101447,0.48321559351043103,0.41264140887806383
"((440, 660), (440, 770), (550, 440), (660, 220), (660, 660), (770, 220), (770, 440), (770, 550))",0.602969815486067,0.8820970528145352,0.5082066683906263,0.4186057252530393
"((440, 660), (440, 770), (550, 440), (660, 220), (660, 660), (770, 330), (770, 440), (770, 550))",0.5877041433195015,0.8315851504134129,0.5198192970529469,0.4117079824921447
"((440, 660), (440, 770), (550, 440), (660, 220), (660, 770), (770, 220), (770, 330), (770, 440))",0.6439107645726273,0.7700285254192879,0.5805015319504604,0.5812022363481336
"((440, 660), (440, 770), (550, 440), (660, 220), (660, 770), (770, 220), (770, 550), (770, 660))",0.6890805227450608,0.9476852413961725,0.5801115244652114,0.5394448023737984
"((440, 660), (440, 770), (550, 440), (660, 330), (660, 550), (770, 220), (770, 330), (770, 440))",0.4199706110770578,0.7877543199645539,0.21074924728886496,0.2614082659777545
"((440, 660), (440, 770), (550, 440), (660, 330), (660, 660), (770, 220), (770, 330), (770, 440))",0.5116540487490937,0.8035370518148802,0.33345765201304006,0.397967442419361
"((440, 660), (440, 770), (550, 440), (660, 440), (660, 770), (770, 220), (770, 550), (770, 660))",0.5278577461360455,0.9659809340102123,0.3178466016675976,0.2997457027303266
"((440, 660), (440, 770), (550, 440), (660, 440), (660, 770), (770, 330), (770, 550), (770, 660))",0.5870190084587334,0.9308609820632815,0.4292738273361322,0.40092221597678657
"((440, 660), (440, 770), (550, 550), (660, 110), (660, 550), (770, 220), (770, 330), (770, 440))",0.414765673775734,0.7896683249607312,0.31312671014967364,0.14150198621679716
"((440, 660), (440, 770), (550, 550), (660, 110), (660, 660), (770, 220), (770, 330), (770, 440))",0.4918239451637257,0.8005970360794775,0.4148279253361773,0.2600468740755224
