subject_id,group_name,nb_learn_passes,nb_learn_blocks,type,nodepos_learnanim,trial_ind,relation_learnanim,learnpass_ind,trial_name,nodepos_drawtest,relation_drawtest,nb_attempts_drawtest,acc_drawtest,attempts_drawtest,attemptout_drawtest
Q21w28fj9d43m29bpw0c582isQ,rotational,3.0,5.0,first,"[[254.40155826255818, 293.0246847753298], [59.709719334226975, 395.470220816217], [746.230772160108, 282.8254516218865], [648.8848526959423, 334.0482196423301], [505.4157817880547, 533.839675147383], [751.3303887368295, 528.7400585706613], [802.5531567572732, 626.0859780348269], [705.2072372931076, 677.3087460552706]]",3.0,"[1, 7]",3.242674598458701,draw_test,"[[688.9169705591618, 373.71971959390396], [711.1171480433128, 154.84269448694533], [425.6395904839011, 789.2735923236701], [436.7396792259766, 679.8350797701909], [349.5013441566483, 449.85796592115673], [217.86265411901798, 657.6349022860398], [108.42414156553865, 646.5348135439643], [119.52423030761416, 537.096300990485]]","[1, 7]",0.0,1.0,[],12.0
Q21w28fj9d43m29bpw0c582isQ,rotational,3.0,5.0,second,"[[663.9046284663093, 580.9381912227681], [844.053663476339, 454.6594313897896], [177.32779861327123, 653.3466758786955], [267.4023161182861, 590.2072959622062], [384.4119712118266, 373.85401862421276], [141.12355628530756, 410.0582609521764], [77.98417636881831, 319.9837434471616], [168.0586938738332, 256.8443635306723]]",3.0,"[1, 7]",3.333903424220803,draw_test,"[[694.8727544790484, 395.8028219014709], [736.9208210411072, 179.85847699197188], [394.83227644543194, 785.6434451584103], [415.8563097264613, 677.6712727036607], [349.9322038337705, 440.7028945131323], [199.91196481696227, 635.623206141602], [91.93979236221276, 614.5991728605727], [112.9638256432421, 506.62700040582314]]","[1, 7]",0.0,1.0,[],12.0
Q21w28fj9d43m29bpw0c582isQ,rotational,3.0,5.0,second,"[[694.9483334266328, 396.1454370409048], [737.2984518631305, 180.26012612695075], [394.36278563968335, 785.5659404323153], [415.53784485793216, 677.6232849753383], [349.9453078374528, 440.56291484313533], [199.6525339439781, 635.2731665388405], [91.70987848700108, 614.0981073205917], [112.8849377052499, 506.1554518636147]]",3.0,"[1, 7]",4.761463649412757,draw_test,"[[538.5969641128336, 684.6285957635796], [758.3321017299952, 695.420689923983], [109.9187830389136, 443.3092698256112], [219.78635184749444, 448.7053169058129], [444.91753654485785, 349.62984225763546], [230.57844600789784, 228.9701792886512], [235.97449308809954, 119.10261048007038], [345.8420618966804, 124.49865756027208]]","[1, 7]",0.0,1.0,[],12.0
Q21w28fj9d43m29bpw0c582isQ,rotational,3.0,5.0,first,"[[698.6302061473579, 417.0907218079409], [759.1175679712637, 205.56937759042722], [366.1341382820324, 779.6460484190623], [396.3778191939854, 673.8853763103054], [351.10450890913444, 432.12035118083884], [184.8564749764717, 613.3980144863996], [79.09580286771488, 583.1543335744466], [109.33948377966783, 477.3936614656898]]",3.0,"[1, 7]",5.869035044601598,draw_test,"[[279.68574063528564, 634.1006601211653], [368.2164194287236, 835.5015511628217], [304.0252740900661, 142.7681992444147], [348.290613486785, 243.46864476524286], [537.5217378010511, 400.6041964101802], [549.6915045284413, 154.93796597180489], [650.3919500492694, 110.67262657508599], [694.6572894459885, 211.37307209591415]]","[1, 7]",0.0,1.0,[],12.0
Q21w28fj9d43m29bpw0c582isQ,rotational,3.0,5.0,first,"[[638.4612079087478, 615.4762010488993], [837.4952674805563, 521.745506341318], [146.6623940575497, 603.9035308922532], [246.17942384345392, 557.0381835384626], [398.34813606147173, 363.7904590449771], [152.4487291358727, 358.0041239666541], [105.58338178208206, 258.48709418074986], [205.1004115679863, 211.62174682695928]]",4.0,"[7, 1]",0.038443274092291,draw_test,"[[216.3265553150898, 541.0863395306245], [207.87111806837402, 760.9237921654449], [453.07488244334166, 109.86687150769973], [448.84716381998373, 219.78559782510987], [550.3104528906781, 443.85076908328807], [668.6846164548041, 228.24103507182568], [778.6033427722142, 232.4687536951836], [774.3756241488563, 342.38748001259376]]","[7, 1]",0.0,1.0,[],12.0
Q21w28fj9d43m29bpw0c582isQ,rotational,3.0,5.0,second,"[[259.4104041866365, 613.0202624451903], [323.89139261004885, 823.3585664507607], [340.7867313453823, 127.86266601063721], [373.02722555708846, 233.0318180134224], [542.677365983286, 411.1296278072867], [583.3655295626588, 168.55082959001], [688.5346815654441, 136.31033537830385], [720.7751757771503, 241.4794873810891]]",4.0,"[7, 1]",1.9674817669660962,draw_test,"[[446.6288900580546, 199.22393332345425], [243.71261990613073, 114.22400798447856], [767.4615050229268, 572.1400541533295], [666.0033699469648, 529.6400914838417], [420.58713712555306, 546.0983012208279], [581.0034446079891, 732.5563616357655], [538.5034819385013, 834.0144967117275], [437.0453468625393, 791.5145340422397]]","[7, 1]",0.0,1.0,[],12.0
Q21w28fj9d43m29bpw0c582isQ,rotational,3.0,5.0,first,"[[580.6001376093443, 664.1111955419901], [798.5211156988559, 633.937576128492], [114.58456201682299, 506.537456279475], [223.54505106157876, 491.45064657272593], [426.3792194443412, 352.31653811447194], [193.37143164808055, 273.5296684832144], [178.28462194133147, 164.5691794384586], [287.24511098608724, 149.4823697317095]]",4.0,"[7, 1]",2.5860251352151913,draw_test,"[[592.6657333416337, 243.7319982884066], [476.63211246578805, 56.81972253734597], [637.8206993422641, 733.5901706663735], [579.8038889043413, 640.1340327908432], [370.3141301529654, 511.2385674777053], [392.8916131532806, 756.1676536666887], [299.4354752777503, 814.1844641046115], [241.41866483982753, 720.7283262290812]]","[7, 1]",0.0,1.0,[],12.0
Q21w28fj9d43m29bpw0c582isQ,rotational,3.0,5.0,first,"[[247.04825961588762, 302.6548573075453], [57.53152656837284, 414.384029393429], [737.8108977968009, 268.71324618329277], [643.0525312730434, 324.5778322262346], [509.40038426847053, 531.0653708358757], [754.7817033589272, 514.0945652737493], [810.646289401869, 608.8529317975067], [715.8879228781116, 664.7175178404486]]",4.0,"[7, 1]",3.9303499010666982,draw_test,"[[683.0351418572535, 542.7071877449087], [839.1203059391605, 387.66712339532137], [215.82474934385218, 696.7021523621761], [293.86733138480565, 619.1821201873825], [372.4324632919191, 386.09947379684166], [138.82726703521845, 463.09695610547544], [61.30723486042481, 385.0543740645219], [139.34981690137835, 307.53434188972824]]","[7, 1]",0.0,1.0,[],12.0
Q21w28fj9d43m29bpw0c582isQ,rotational,3.0,5.0,second,"[[199.60690997610448, 435.74165268043487], [100.55889161528253, 632.1837308072819], [594.1450248245953, 141.9055147875626], [544.6210156441844, 240.12655385098614], [543.794036346786, 486.0926411582442], [741.0630937710314, 339.17457221180814], [839.284132834455, 388.698581392219], [789.7601236540442, 486.91962045564253]]",4.0,"[7, 1]",4.6582745381774355,draw_test,"[[562.293865103039, 674.2545158078661], [781.9718226888083, 662.3551481379025], [111.03858226153682, 478.3752935620244], [220.87756105442145, 472.4256097270425], [434.6058348052088, 350.6872632641942], [208.97819338445765, 252.7476521412733], [203.02850954947576, 142.90867334838867], [312.8674883423604, 136.9589895134068]]","[7, 1]",0.0,1.0,[],12.0
Q21w28fj9d43m29bpw0c582isQ,rotational,3.0,5.0,second,"[[263.89930605596925, 618.1265348288312], [334.05808817950157, 826.6397125681356], [332.09491954820896, 130.94139722669024], [367.1743106099751, 235.1979860963424], [541.5896816031596, 408.6317727738806], [575.6874883492794, 165.03920397281007], [679.9440772189316, 129.9598129110439], [715.0234682806978, 234.2164017806961]]",4.0,"[7, 1]",4.69128705613177,draw_test,"[[554.830818652787, 677.8387575909474], [774.7818384375764, 673.196678786016], [110.28670027827695, 467.1718954160206], [220.2622101706716, 464.85085601355496], [437.8921905529953, 350.233267316229], [215.6201313657403, 244.89983622876562], [213.29909196327463, 134.92432633637094], [323.27460185566935, 132.60328693390528]]","[7, 1]",0.0,1.0,[],12.0
